Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
247,Mindaugas Kuzminskas\kuzmimi01,SF,28,NYK,1,2,-41.9,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,,0.0,0.0,0.0,-1.031,,-36.5,-12.1,-48.7,0.0
248,Skal Labissiere\labissk01,PF,21,SAC,25,421,13.6,.492,.052,.250,9.0,19.6,14.1,7.1,1.3,3.4,13.2,23.5,,-0.2,0.3,0.2,.022,,-4.3,-0.7,-5.0,-0.3
249,Jeremy Lamb\lambje01,SG,25,CHO,25,687,16.9,.544,.306,.263,1.8,17.3,9.5,18.3,1.4,1.5,11.0,24.0,,0.8,0.8,1.6,.110,,0.6,0.5,1.2,0.5
250,Shane Larkin\larkish01,PG,25,BOS,20,208,8.0,.412,.403,.239,1.6,8.7,5.3,17.7,1.9,0.0,6.3,17.0,,0.0,0.3,0.3,.062,,-3.2,-0.7,-3.9,-0.1
251,Joffrey Lauvergne\lauvejo01,C,26,SAS,14,153,12.2,.471,.061,.286,13.9,21.2,17.5,9.1,1.7,0.0,15.3,19.1,,0.0,0.2,0.2,.074,,-3.0,-0.3,-3.3,0.0
252,Jake Layman\laymaja01,SF,23,POR,12,79,6.0,.381,.393,.071,2.8,11.1,7.0,3.8,1.9,2.0,3.3,16.5,,-0.1,0.1,0.0,.012,,-5.0,-0.2,-5.2,-0.1
253,T.J. Leaf\leaftj01,PF,20,IND,23,234,9.9,.520,.310,.099,7.3,11.7,9.5,2.9,1.0,0.7,7.5,15.0,,0.2,0.1,0.3,.061,,-1.7,-2.4,-4.1,-0.1
254,Courtney Lee\leeco01,SG,32,NYK,27,870,14.6,.583,.344,.149,1.8,10.5,6.2,12.6,2.1,0.3,10.1,16.5,,1.5,0.8,2.2,.122,,1.9,0.3,2.2,0.9
255,Alex Len\lenal01,C,24,PHO,24,528,18.8,.595,.000,.634,14.1,28.6,21.3,5.8,0.5,3.4,14.2,16.7,,1.2,0.4,1.6,.148,,-0.8,-0.2,-1.0,0.1
256,Kawhi Leonard\leonaka01,SF,26,SAS,1,16,34.3,.542,.333,.000,7.0,34.9,20.9,15.0,3.2,5.3,0.0,33.7,,0.0,0.0,0.1,.236,,4.7,1.9,6.6,0.0
257,Meyers Leonard\leoname01,PF,25,POR,11,129,19.9,.690,.289,.178,4.3,22.9,13.7,8.1,0.8,0.0,5.8,17.4,,0.5,0.2,0.6,.237,,2.3,-1.2,1.0,0.1
258,Jon Leuer\leuerjo01,PF,28,DET,8,136,8.9,.505,.083,.417,5.5,21.5,13.2,5.3,0.4,1.9,15.8,16.3,,0.0,0.1,0.1,.046,,-5.5,0.0,-5.6,-0.1
259,Caris LeVert\leverca01,SF,23,BRK,26,685,12.7,.512,.354,.287,1.9,12.4,7.1,22.3,2.3,1.2,16.9,21.0,,0.0,0.7,0.7,.048,,-1.3,0.8,-0.6,0.2
260,DeAndre Liggins\liggide01,SG,29,MIL,22,354,4.8,.427,.556,.093,1.0,10.2,5.6,6.4,2.8,2.0,17.6,8.9,,-0.3,0.4,0.0,.006,,-3.5,1.0,-2.6,-0.1
261,Damian Lillard\lillada01,PG,27,POR,26,967,24.2,.576,.419,.370,3.0,12.0,7.5,29.7,1.3,1.0,11.4,30.5,,3.2,1.1,4.4,.216,,6.7,-0.5,6.3,2.0
262,Jeremy Lin\linje01,PG,29,BRK,1,25,16.2,.597,.167,.583,0.0,0.0,0.0,26.4,0.0,0.0,16.6,30.2,,0.1,0.0,0.1,.102,,-2.7,-9.7,-12.4,-0.1
263,Shaun Livingston\livinsh01,PG,32,GSW,25,397,10.8,.518,.018,.182,4.9,7.9,6.6,15.9,1.2,1.6,14.4,15.2,,0.3,0.4,0.7,.084,,-2.1,-0.8,-2.9,-0.1
264,Kevon Looney\looneke01,C,21,GSW,21,206,11.6,.539,.000,.409,10.7,18.2,14.8,4.9,1.6,6.2,18.8,13.5,,0.1,0.4,0.4,.105,,-3.1,2.6,-0.5,0.1
265,Brook Lopez\lopezbr01,C,29,LAL,26,595,17.0,.539,.370,.239,6.0,14.7,10.3,12.2,0.9,5.6,12.4,25.5,,0.4,0.8,1.3,.102,,-0.5,0.9,0.5,0.4
266,Robin Lopez\lopezro01,C,29,CHI,26,786,14.9,.554,.024,.170,9.1,10.5,9.8,11.8,0.4,2.3,14.1,20.3,,0.7,0.4,1.1,.065,,-1.2,-0.1,-1.3,0.1
267,Kevin Love\loveke01,C,29,CLE,27,788,24.2,.612,.390,.432,10.4,29.5,20.3,10.2,1.1,1.2,11.0,26.8,,2.7,0.8,3.5,.212,,3.1,-1.7,1.4,0.7
268,Kyle Lowry\lowryky01,PG,31,TOR,25,828,19.3,.603,.632,.270,2.3,19.5,11.1,30.8,1.4,0.3,16.3,21.6,,2.2,0.9,3.2,.183,,4.9,0.5,5.4,1.6
269,Timothe Luwawu-Cabarrot\luwawti01,SF,22,PHI,26,425,7.2,.505,.554,.236,3.1,7.7,5.5,8.4,0.9,0.2,12.3,18.3,,0.0,0.2,0.2,.026,,-2.1,-2.8,-4.9,-0.3
270,Tyler Lydon\lydonty01,PF,21,DEN,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.011,,-5.4,-0.6,-6.0,0.0
271,Trey Lyles\lylestr01,PF,22,DEN,22,310,18.9,.632,.404,.284,5.7,21.1,13.3,7.5,1.0,2.5,10.9,19.1,,0.8,0.3,1.0,.159,,1.1,-1.5,-0.4,0.1
272,Shelvin Mack\macksh01,PG,27,ORL,21,365,12.3,.457,.310,.241,1.8,10.7,6.3,35.0,1.7,0.4,17.9,14.0,,0.3,0.2,0.5,.064,,-2.1,-2.0,-4.1,-0.2
273,Josh Magette\magetjo01,PG,28,ATL,8,64,12.6,.472,.333,.333,1.8,9.0,5.4,35.6,1.5,0.0,12.7,10.8,,0.1,0.0,0.1,.107,,-1.9,-3.8,-5.7,-0.1
274,Ian Mahinmi\mahinia01,C,31,WAS,26,391,10.1,.562,.000,.577,13.9,14.3,14.1,5.7,1.7,2.5,25.2,13.4,,0.3,0.5,0.7,.091,,-2.0,1.8,-0.2,0.2
275,Thon Maker\makerth01,C,20,MIL,25,477,8.3,.470,.352,.238,6.5,15.3,10.9,5.5,1.7,3.6,14.7,13.2,,-0.1,0.5,0.3,.034,,-3.1,0.5,-2.5,-0.1
276,Boban Marjanovic\marjabo01,C,29,DET,8,62,25.7,.655,.000,.733,13.9,17.0,15.4,15.7,1.6,1.4,20.1,35.2,,0.2,0.1,0.3,.194,,1.7,-0.8,0.9,0.0
277,Lauri Markkanen\markkla01,PF,20,CHI,25,767,14.2,.524,.515,.191,3.6,25.5,14.1,7.0,0.8,1.7,9.1,22.3,,0.2,0.7,0.9,.057,,-1.4,-1.1,-2.5,-0.1
278,Jarell Martin\martija01,PF,23,MEM,25,418,7.3,.458,.284,.183,6.2,15.1,10.6,3.8,1.8,4.0,15.1,15.4,,-0.4,0.5,0.1,.008,,-4.9,1.2,-3.8,-0.2
279,Frank Mason\masonfr01,PG,23,SAC,20,376,13.2,.508,.221,.390,2.4,10.2,6.1,26.7,1.2,0.3,16.3,22.8,,0.1,0.1,0.2,.026,,-1.7,-2.9,-4.6,-0.3
280,Mangok Mathiang\mathima01,C,25,CHO,1,3,-9.7,.000,.000,.000,35.3,35.8,35.5,0.0,0.0,0.0,0.0,28.8,,0.0,0.0,0.0,-0.476,,-22.5,-12.1,-34.6,0.0
281,Wesley Matthews\matthwe02,SG,31,DAL,28,968,10.7,.543,.571,.129,1.0,9.0,4.9,12.8,1.5,0.4,11.4,16.9,,0.4,0.7,1.2,.059,,0.0,-0.1,-0.1,0.5
282,Luc Mbah a Moute\mbahalu01,PF,31,HOU,23,598,9.5,.571,.512,.209,2.5,12.6,7.6,5.1,2.4,1.7,17.6,12.4,,0.1,0.8,1.0,.077,,-1.7,2.0,0.3,0.4
283,James Michael McAdoo\mcadoja01,PF,25,PHI,1,7,6.2,.512,1.000,.500,0.0,0.0,0.0,0.0,0.0,0.0,17.0,35.0,,0.0,0.0,0.0,-0.077,,-3.2,-10.2,-13.5,0.0
284,Patrick McCaw\mccawpa01,SG,22,GSW,24,321,11.6,.603,.464,.130,1.9,5.0,3.6,13.9,2.2,1.0,12.1,11.2,,0.5,0.3,0.8,.123,,0.5,-1.1,-0.6,0.1
285,C.J. McCollum\mccolcj01,SG,26,POR,25,910,16.5,.556,.326,.173,1.8,10.9,6.4,13.0,1.3,0.8,10.3,25.2,,1.2,1.0,2.3,.120,,1.3,-0.7,0.6,0.6
286,T.J. McConnell\mccontj01,PG,25,PHI,22,531,13.2,.579,.131,.107,3.1,12.4,7.9,29.7,2.2,0.6,25.6,13.5,,0.5,0.5,1.1,.099,,-1.3,0.2,-1.1,0.1
287,Chris McCullough\mcculch01,PF,22,WAS,6,45,13.1,.449,.238,.381,7.4,22.4,14.9,3.5,0.0,3.9,0.0,24.0,,0.0,0.1,0.1,.077,,-4.2,-3.2,-7.4,-0.1
288,Doug McDermott\mcderdo01,SF,26,NYK,27,651,11.5,.587,.401,.107,3.6,10.6,7.2,6.9,0.4,1.3,8.8,14.4,,1.0,0.3,1.3,.093,,0.8,-0.8,0.0,0.3
289,JaVale McGee\mcgeeja01,C,30,GSW,24,193,19.4,.584,.031,.281,10.8,16.8,14.1,9.2,2.0,7.4,11.1,18.2,,0.4,0.4,0.8,.193,,-0.5,3.0,2.5,0.2
290,Alfonzo McKinnie\mckinal01,SF,25,TOR,8,25,14.2,.751,.500,.500,0.0,22.5,11.6,5.8,0.0,3.3,12.0,14.7,,0.1,0.0,0.1,.180,,0.3,-0.5,-0.2,0.0
291,Ben McLemore\mclembe01,SG,24,MEM,16,304,8.6,.523,.416,.139,2.3,12.2,7.2,8.3,1.4,1.5,14.4,19.1,,-0.2,0.2,0.1,.009,,-3.0,-1.3,-4.2,-0.2
292,Jodie Meeks\meeksjo01,SG,30,WAS,27,451,11.4,.524,.500,.356,1.5,7.2,4.3,5.2,1.8,0.2,7.0,19.4,,0.4,0.3,0.7,.075,,-0.6,-2.3,-2.9,-0.1
293,Salah Mejri\mejrisa01,C,31,DAL,24,267,18.6,.678,.050,.575,11.5,27.5,19.2,6.2,1.3,10.4,18.0,10.4,,0.6,0.6,1.1,.204,,-2.2,7.0,4.8,0.5
294,Jordan Mickey\mickejo01,PF,23,MIA,6,45,14.6,.563,.167,.417,10.2,37.6,24.0,0.0,0.0,5.5,17.4,17.4,,0.0,0.1,0.1,.100,,-8.4,-3.5,-11.8,-0.1
295,Khris Middleton\middlkh01,SF,26,MIL,25,922,17.8,.584,.327,.245,1.9,15.3,8.6,19.3,1.6,0.2,11.9,24.4,,1.7,0.6,2.3,.120,,2.4,-2.1,0.3,0.5
296,C.J. Miles\milescj01,SF,30,TOR,22,407,15.6,.571,.750,.141,1.5,10.0,5.8,5.9,2.0,1.8,6.2,22.6,,0.6,0.5,1.1,.128,,2.8,-1.6,1.1,0.3
297,Darius Miller\milleda01,SF,27,NOP,28,568,11.8,.664,.765,.131,1.0,7.8,4.5,7.4,0.8,0.6,8.5,13.5,,1.0,0.1,1.1,.096,,1.9,-2.6,-0.7,0.2
298,Patty Mills\millspa02,PG,29,SAS,28,712,12.8,.538,.585,.145,1.6,8.6,5.1,20.8,1.6,0.7,14.1,18.3,,0.7,0.8,1.5,.101,,0.9,-1.1,-0.3,0.3
299,Paul Millsap\millspa01,PF,32,DEN,16,475,17.7,.531,.287,.322,5.5,17.8,11.6,15.9,1.8,3.6,12.5,23.9,,0.5,0.5,1.1,.107,,0.2,0.8,1.0,0.4
300,Nikola Mirotic\mirotni01,PF,26,CHI,3,67,24.7,.684,.581,.355,3.1,20.0,11.2,0.0,0.0,2.6,2.7,24.3,,0.2,0.0,0.3,.190,,2.7,-7.1,-4.4,0.0
301,Donovan Mitchell\mitchdo01,SG,21,UTA,27,801,15.5,.524,.422,.184,2.3,9.7,5.9,19.2,2.5,1.3,12.9,28.9,,0.1,1.0,1.1,.067,,0.5,-0.5,0.0,0.4
302,Malik Monk\monkma01,SG,19,CHO,23,377,7.2,.432,.552,.103,0.6,8.5,4.5,16.2,0.9,0.7,9.9,22.0,,-0.5,0.3,-0.2,-0.026,,-2.8,-2.4,-5.2,-0.3
303,Greg Monroe\monrogr01,C,27,TOT,16,324,19.5,.597,.000,.231,10.2,26.7,18.4,16.2,1.3,0.7,16.2,20.3,,0.6,0.3,0.8,.123,,0.1,-0.4,-0.3,0.1
303,Greg Monroe\monrogr01,C,27,MIL,5,79,11.7,.489,.000,.121,9.1,28.8,18.9,10.5,0.0,0.0,14.7,23.8,,-0.1,0.1,0.0,-0.008,,-5.6,-3.8,-9.4,-0.2
303,Greg Monroe\monrogr01,C,27,PHO,11,245,22.0,.637,.000,.274,10.5,26.1,18.2,18.0,1.7,0.9,16.8,19.2,,0.6,0.2,0.8,.165,,1.9,0.7,2.6,0.3
304,E'Twaun Moore\mooreet01,SG,28,NOP,28,903,13.3,.631,.390,.063,3.1,5.8,4.5,9.1,1.5,0.4,10.1,15.8,,1.5,0.2,1.7,.092,,1.8,-1.5,0.3,0.5
305,Eric Moreland\moreler01,PF,26,DET,23,236,10.5,.509,.000,.364,12.8,20.9,16.7,10.1,1.3,5.9,33.7,7.2,,0.1,0.4,0.5,.106,,-3.2,5.5,2.3,0.3
306,Marcus Morris\morrima03,SF,28,BOS,16,387,15.0,.525,.370,.273,2.0,22.4,12.5,10.8,1.3,0.9,8.4,23.3,,0.3,0.7,1.0,.122,,-1.5,0.2,-1.3,0.1
307,Markieff Morris\morrima02,PF,28,WAS,20,464,11.1,.530,.324,.125,4.6,15.0,9.7,7.8,1.2,2.5,14.7,20.7,,-0.1,0.5,0.4,.044,,-2.0,0.0,-2.0,0.0
308,Monte Morris\morrimo01,PG,22,DEN,1,3,-2.5,.000,1.000,.000,0.0,0.0,0.0,40.4,0.0,0.0,0.0,14.4,,0.0,0.0,0.0,-0.196,,-10.0,-12.9,-22.9,0.0
309,Timofey Mozgov\mozgoti01,C,31,BRK,19,260,10.9,.611,.254,.238,9.8,20.5,15.1,1.7,0.5,2.4,24.8,14.9,,0.0,0.2,0.3,.047,,-4.2,-0.8,-5.0,-0.2
310,Emmanuel Mudiay\mudiaem01,PG,21,DEN,27,586,12.0,.510,.325,.291,2.4,11.8,7.0,22.7,1.3,0.4,18.3,23.7,,0.0,0.3,0.3,.027,,-1.8,-2.5,-4.3,-0.3
311,Shabazz Muhammad\muhamsh01,SF,25,MIN,22,250,9.1,.440,.209,.198,5.5,12.2,8.8,4.1,1.0,0.7,2.9,17.9,,0.0,0.1,0.1,.020,,-3.3,-3.2,-6.5,-0.3
312,Dejounte Murray\murrade01,PG,21,SAS,28,503,12.7,.469,.055,.297,7.5,20.2,13.9,19.7,2.1,1.0,18.7,20.5,,-0.2,0.9,0.7,.062,,-3.2,1.8,-1.3,0.1
313,Jamal Murray\murraja01,PG,20,DEN,27,725,15.0,.547,.385,.218,4.4,6.9,5.6,14.0,1.4,1.0,12.7,24.2,,0.9,0.3,1.2,.081,,0.9,-2.8,-1.9,0.0
314,Mike Muscala\muscami01,C,26,ATL,9,202,10.7,.524,.373,.235,6.1,16.6,11.3,6.3,1.7,2.3,12.4,14.0,,0.1,0.1,0.2,.059,,-2.1,0.3,-1.8,0.0
315,Abdel Nader\naderab01,SF,24,BOS,13,100,4.3,.422,.500,.036,2.2,9.6,6.0,5.9,1.5,2.5,17.4,15.4,,-0.2,0.2,0.0,-0.017,,-6.0,1.0,-5.0,-0.1
316,Larry Nance\nancela02,PF,25,LAL,15,355,17.5,.606,.020,.260,10.7,19.9,15.3,6.7,3.2,1.8,13.9,15.2,,0.6,0.7,1.3,.170,,-0.4,2.6,2.2,0.4
317,Shabazz Napier\napiesh01,PG,26,POR,20,325,18.1,.607,.337,.337,1.7,10.8,6.3,14.1,3.2,0.5,10.5,17.9,,0.7,0.5,1.3,.187,,1.5,0.9,2.4,0.4
318,Jameer Nelson\nelsoja01,PG,35,NOP,24,597,9.7,.547,.524,.119,1.4,9.9,5.8,22.1,1.4,0.4,21.8,12.4,,0.4,0.2,0.6,.052,,-1.3,-1.4,-2.6,-0.1
319,Raul Neto\netora01,PG,25,UTA,17,226,13.5,.555,.314,.186,1.0,11.1,5.9,23.2,1.3,0.8,13.7,17.6,,0.3,0.2,0.5,.102,,-1.0,-1.3,-2.3,0.0
320,Joakim Noah\noahjo01,C,32,NYK,2,11,36.4,.644,.000,.667,21.4,30.3,26.0,41.7,4.5,8.4,20.5,19.4,,0.1,0.0,0.1,.368,,7.7,10.0,17.7,0.1
321,Nerlens Noel\noelne01,C,23,DAL,18,225,15.7,.587,.000,.358,12.2,23.6,17.7,4.2,2.2,4.1,19.6,15.4,,0.2,0.4,0.6,.134,,-3.5,2.9,-0.6,0.1
322,Lucas Nogueira\noguelu01,C,25,TOR,17,204,17.1,.648,.213,.191,5.2,20.4,13.0,4.1,2.6,8.2,15.0,13.0,,0.3,0.5,0.7,.170,,-1.1,5.5,4.4,0.3
323,Dirk Nowitzki\nowitdi01,C,39,DAL,28,701,14.9,.553,.383,.140,1.8,23.2,12.2,11.2,1.1,1.1,7.9,19.7,,0.7,0.8,1.5,.102,,-0.8,0.5,-0.3,0.3
324,Frank Ntilikina\ntilila01,PG,19,NYK,24,482,8.2,.441,.315,.199,2.4,9.0,5.8,22.2,3.4,0.6,22.8,18.7,,-0.6,0.6,0.0,-0.005,,-3.0,0.9,-2.1,0.0
325,Jusuf Nurkic\nurkiju01,C,23,POR,24,673,15.1,.490,.015,.320,7.3,23.1,15.2,12.9,1.3,3.6,16.5,28.7,,-0.7,1.2,0.5,.033,,-4.7,2.1,-2.7,-0.1
326,David Nwaba\nwabada01,SG,25,CHI,14,319,17.0,.618,.093,.573,2.9,22.8,12.4,10.9,1.6,3.3,8.7,14.3,,0.6,0.4,1.0,.153,,-1.6,2.3,0.7,0.2
327,Johnny O'Bryant\obryajo01,PF,24,CHO,12,108,14.5,.463,.218,.182,6.9,19.9,13.3,7.9,1.8,2.3,7.8,25.8,,0.0,0.2,0.1,.052,,-3.6,-0.6,-4.3,-0.1
328,Royce O'Neale\onealro01,SF,24,UTA,18,197,9.0,.451,.511,.298,1.7,19.9,10.6,14.6,2.0,0.5,11.6,13.8,,0.0,0.3,0.3,.062,,-3.0,0.9,-2.0,0.0
329,Kyle O'Quinn\oquinky01,C,27,NYK,27,437,18.4,.607,.033,.317,11.3,30.0,20.9,18.5,1.3,5.7,23.9,18.0,,0.6,0.8,1.4,.149,,-0.2,4.9,4.7,0.7
330,Semi Ojeleye\ojelese01,PF,23,BOS,28,388,5.3,.454,.800,.229,5.2,11.6,8.5,2.2,1.0,0.0,9.4,9.8,,0.0,0.5,0.5,.059,,-2.8,-0.2,-3.1,-0.1
331,Jahlil Okafor\okafoja01,C,22,PHI,2,25,9.0,.465,.000,.444,17.3,20.6,19.0,6.0,0.0,6.7,21.8,22.9,,0.0,0.0,0.0,-0.008,,-7.0,0.3,-6.7,0.0
332,Victor Oladipo\oladivi01,SG,25,IND,26,883,23.5,.597,.339,.299,2.2,15.1,8.8,19.4,2.6,2.7,14.0,30.9,,1.7,1.1,2.8,.153,,3.7,0.6,4.3,1.4
333,Kelly Olynyk\olynyke01,PF,26,MIA,26,537,15.6,.640,.415,.305,5.1,23.9,14.6,15.7,1.6,2.0,22.5,20.3,,0.6,0.8,1.3,.119,,-0.2,1.8,1.6,0.5
334,Cedi Osman\osmande01,SF,22,CLE,20,133,6.7,.532,.500,.063,2.7,25.5,14.5,4.1,1.1,0.7,17.6,13.4,,-0.1,0.1,0.1,.022,,-4.5,-1.6,-6.1,-0.1
335,Kelly Oubre\oubreke01,SF,22,WAS,27,741,12.7,.542,.430,.313,3.2,18.3,10.7,5.6,1.7,1.4,9.6,18.6,,0.6,0.9,1.5,.097,,-0.7,0.0,-0.6,0.3
336,Zaza Pachulia\pachuza01,C,33,GSW,25,359,15.5,.602,.000,.319,9.6,26.0,18.5,14.1,2.5,1.3,23.6,16.4,,0.4,0.7,1.1,.145,,-1.2,2.1,0.9,0.3
337,Marcus Paige\paigema01,PG,24,CHO,1,3,-19.4,.000,.000,.000,0.0,71.6,35.5,0.0,0.0,0.0,0.0,28.8,,0.0,0.0,0.0,-0.607,,-33.8,-10.4,-44.2,0.0
338,Georgios Papagiannis\papagge01,C,20,SAC,5,35,23.8,.800,.000,.000,6.4,20.5,13.2,10.3,1.4,2.7,9.1,14.1,,0.1,0.0,0.2,.222,,2.2,0.0,2.2,0.0
339,Tony Parker\parketo01,PG,35,SAS,7,131,17.3,.515,.059,.235,1.7,15.4,8.5,40.7,0.8,0.6,15.1,22.7,,0.2,0.1,0.3,.118,,-0.6,-1.5,-2.1,0.0
340,Chandler Parsons\parsoch01,SF,29,MEM,21,433,16.8,.639,.538,.154,2.2,14.1,8.1,16.7,1.4,1.5,12.1,18.6,,0.8,0.3,1.1,.127,,2.4,-1.0,1.4,0.4
341,Patrick Patterson\pattepa01,PF,28,OKC,26,359,7.0,.509,.706,.059,1.8,14.1,7.7,4.3,2.2,0.8,12.5,9.6,,0.0,0.5,0.5,.072,,-3.3,0.6,-2.7,-0.1
342,Brandon Paul\paulbr01,SG,26,SAS,28,329,10.7,.572,.500,.347,0.7,10.5,5.6,11.9,2.8,1.3,17.0,13.7,,0.2,0.5,0.7,.103,,-1.4,1.0,-0.4,0.1
343,Chris Paul\paulch01,PG,32,HOU,11,334,24.7,.589,.460,.222,2.1,16.5,9.4,48.0,3.3,1.0,13.2,20.7,,1.5,0.6,2.1,.295,,5.4,1.1,6.5,0.7
344,Elfrid Payton\paytoel01,PG,23,ORL,19,531,16.0,.527,.196,.207,4.1,10.0,7.1,34.5,2.5,1.0,19.7,19.9,,0.5,0.4,0.9,.077,,0.1,-0.3,-0.2,0.2
345,Gary Payton\paytoga02,PG,25,MIL,9,73,3.5,.405,.381,.000,1.6,14.8,8.2,11.8,0.7,0.0,12.5,15.2,,-0.1,0.0,-0.1,-0.047,,-5.2,-3.2,-8.5,-0.1
346,London Perrantes\perralo01,PG,23,CLE,1,3,-19.4,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,,0.0,0.0,0.0,-0.380,,-16.5,-4.8,-21.3,0.0
347,Alec Peters\peteral01,PF,22,PHO,2,14,7.8,.375,1.000,.000,0.0,22.8,11.2,0.0,0.0,11.1,0.0,11.9,,0.0,0.0,0.0,.006,,-6.5,0.0,-6.5,0.0
348,Mason Plumlee\plumlma01,C,27,DEN,27,494,15.1,.538,.008,.584,9.1,21.9,15.4,13.9,1.8,4.4,19.9,17.1,,0.2,0.6,0.8,.082,,-2.3,2.7,0.4,0.3
349,Miles Plumlee\plumlmi01,C,29,ATL,8,113,10.5,.543,.000,.385,9.0,18.4,13.6,5.2,1.7,3.2,24.8,15.7,,-0.1,0.1,0.0,.008,,-5.2,0.8,-4.4,-0.1
350,Jakob Poeltl\poeltja01,C,22,TOR,25,405,20.0,.676,.009,.307,14.6,16.7,15.7,3.0,1.1,5.1,13.4,16.3,,1.1,0.6,1.7,.202,,1.3,1.3,2.6,0.5
351,Quincy Pondexter\pondequ01,SF,29,CHI,16,162,5.0,.426,.465,.395,5.1,8.3,6.6,6.3,2.1,1.1,17.9,16.8,,-0.3,0.1,-0.1,-0.040,,-5.5,-0.6,-6.0,-0.2
352,Otto Porter\porteot01,SF,24,WAS,26,846,18.9,.591,.323,.120,3.9,19.9,11.9,9.3,2.4,1.3,5.7,18.4,,1.8,1.2,3.0,.173,,2.4,1.4,3.8,1.2
353,Bobby Portis\portibo01,PF,22,CHI,17,364,20.5,.570,.300,.188,8.4,24.2,16.0,13.8,0.7,1.2,10.2,24.9,,0.6,0.3,0.9,.117,,1.3,-1.1,0.2,0.2
354,Kristaps Porzingis\porzikr01,PF,22,NYK,23,746,24.2,.570,.253,.325,4.4,19.2,12.0,6.3,0.9,6.2,9.2,33.9,,1.6,1.0,2.6,.164,,1.1,-0.5,0.6,0.5
355,Dwight Powell\poweldw01,C,26,DAL,27,479,16.4,.558,.286,.301,9.3,23.8,16.3,8.7,2.1,2.1,10.7,16.0,,0.7,0.7,1.4,.144,,-0.7,2.3,1.6,0.4
356,Norman Powell\powelno01,SG,24,TOR,21,434,11.7,.540,.464,.203,1.1,9.6,5.5,12.5,2.4,1.3,15.3,20.0,,0.1,0.5,0.6,.066,,-0.8,0.2,-0.6,0.2
357,Alex Poythress\poythal01,PF,24,IND,7,20,10.2,1.000,.667,.000,0.0,21.9,11.2,0.0,0.0,0.0,25.0,8.8,,0.0,0.0,0.0,.084,,-1.8,-4.9,-6.7,0.0
358,Jacob Pullen\pulleja01,PG,28,PHI,2,2,-19.9,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,,0.0,0.0,0.0,-0.485,,-15.4,-7.3,-22.7,0.0
359,Zhou Qi\qizh01,C,22,HOU,11,58,3.3,.331,.550,.300,4.0,17.4,10.8,2.3,1.7,8.9,15.0,19.9,,-0.2,0.1,-0.1,-0.073,,-9.8,2.6,-7.2,-0.1
360,Ivan Rabb\rabbiv01,PF,20,MEM,2,3,-2.6,.000,.000,.000,0.0,0.0,0.0,45.2,0.0,0.0,0.0,15.5,,0.0,0.0,0.0,-0.251,,-15.0,-12.3,-27.3,0.0
361,Julius Randle\randlju01,C,23,LAL,26,587,16.8,.594,.107,.476,5.7,23.3,14.5,13.1,1.0,3.0,17.8,23.5,,0.5,0.9,1.4,.113,,-1.8,1.1,-0.7,0.2
362,Zach Randolph\randoza01,PF,36,SAC,25,649,21.1,.563,.180,.151,7.4,24.1,15.4,16.5,1.8,0.6,11.7,26.6,,0.9,0.5,1.5,.109,,1.7,-0.6,1.1,0.5
363,J.J. Redick\redicjj01,SG,33,PHI,25,839,14.1,.586,.498,.225,0.6,7.6,4.2,15.7,0.9,0.2,9.7,19.9,,1.7,0.4,2.1,.120,,1.8,-2.6,-0.8,0.3
364,Willie Reed\reedwi02,C,27,LAC,21,220,21.3,.699,.016,.547,8.9,23.4,15.9,3.9,0.9,3.2,10.2,17.6,,0.7,0.2,0.9,.203,,0.4,-1.4,-1.0,0.1
365,Josh Richardson\richajo01,SF,24,MIA,26,840,8.1,.517,.506,.133,2.2,8.5,5.4,9.1,1.7,1.9,17.7,16.8,,-0.6,0.8,0.2,.014,,-2.3,1.0,-1.3,0.1
366,Malachi Richardson\richama01,SG,22,SAC,12,140,9.0,.492,.429,.310,1.6,7.7,4.5,6.4,2.2,0.0,5.9,16.3,,0.0,0.1,0.1,.036,,-2.2,-2.5,-4.6,-0.1
367,Austin Rivers\riverau01,SG,25,LAC,25,843,12.3,.513,.438,.196,1.7,5.1,3.4,16.8,2.1,0.5,11.6,21.1,,0.5,0.3,0.8,.044,,0.4,-2.3,-1.9,0.0
368,Andre Roberson\roberan03,SF,26,OKC,25,662,10.1,.562,.317,.129,7.5,11.2,9.3,5.6,1.7,3.3,18.4,8.5,,0.4,0.9,1.4,.098,,-1.9,2.8,0.9,0.5
369,Rajon Rondo\rondora01,PG,31,NOP,14,366,16.3,.551,.333,.020,2.2,15.3,9.0,43.7,1.7,0.7,23.7,15.6,,0.7,0.2,0.9,.121,,0.1,-1.4,-1.3,0.1
370,Derrick Rose\rosede01,PG,29,CLE,7,188,11.7,.542,.157,.253,4.4,6.4,5.4,10.2,0.5,0.5,17.1,26.4,,-0.1,0.0,0.0,-0.012,,-3.8,-4.1,-8.0,-0.3
